0,0,0
21.0284,-7.54197,-2.54621
-0.205091,-20.3289,-0.266006
-17.4027,-2.03891,3.15057e-05
2.1383,15.1655,0.265139
-0.558176,9.37964,-0.0263879
2.11857,10.4595,-0.266531
17.109,-11.0633,-0.262877
19.3899,-23.2158,0.0315698
-5.983,-9.7782,0.800821
-6.83785,-29.4879,5.13358
88.1905,31.7406,-25.226
-45.5131,-7.18199,22.7535
-44.287,9.37224,25.0868
71.618,-43.5847,-7.10319
-14.3364,-40.7226,5.33693
59.6839,64.7777,-18.4646
-36.5635,27.068,-13.9672
38.4866,-12.7118,15.8251
-17.0829,-2.49971,-0.000665158
1.24822,15.9136,0.73154
1.87023,14.4392,0.362398
9.36686,10.4602,0.16275
-3.0876,1.83021,-0.272376
1.03958,3.30927,-0.233157
-4.97983,11.1069,-0.0284871
-12.3537,19.1587,0.0896128
-2.22902,8.6223,0.658444
0.953573,7.62734,-0.421021
-1.60043,9.83531,0.309219
-0.335604,10.3074,-0.42105
-1.18637,11.1454,0.948248
-1.44496,10.1351,-0.156364
0.321436,8.73123,0.425729
-0.200231,10.9631,-0.575789
13.0855,11.6408,0.383928
8.73267,24.9602,0.665872
17.6466,10.5079,0.282031
-0.0698629,10.385,-0.567886
-0.0636761,11.1996,-1.56718
-1.22176,10.1654,0.143419
-1.05275,8.33491,0.284852
-0.403774,8.11311,-0.223887
0.356204,8.81782,0.545371
-1.34979,8.68906,-0.0113649
-0.476335,8.26677,-0.0886498
0.487464,8.82978,-0.171003
-1.71128,9.86479,-0.148637
-1.02017,8.2814,0.474702
0.383947,9.04767,-0.579716
-1.45714,9.1929,0.375638
-1.71547,9.63972,0.174834
-0.221078,10.4079,-0.288765
-0.48678,10.6329,-0.460356
-1.44021,7.8775,0.481561
-1.86488,9.64957,-0.861047
-0.33153,10.3263,0.461237
-1.42665,9.82726,-0.384368
-0.565605,10.4603,-0.168036
-1.5485,9.68004,0.106731
-1.45866,9.57924,0.334124
0.557872,9.45203,-0.0603133
-1.18833,9.1561,-0.22519
-1.27169,8.34811,-0.630811
0.772963,10.2107,-0.444835
-1.48935,8.25664,0.138695
0.851925,9.6768,0.631953
-1.94754,8.44634,0.834331
0.334849,8.75502,-0.253607
-1.37484,8.93448,0.49851
0.192463,10.2792,-1.10581
-0.786122,10.482,-0.14072
-2.02475,10.8138,-0.422643
0.750776,10.4048,0.228757
0.240684,10.5349,-0.00942067
-0.627064,11.0717,0.674136
-0.210078,10.7388,0.485269
0.644021,8.50503,0.740347
0.57195,10.6059,-0.907514
-4.32233,6.23042,2.32126
2.31447,4.00876,3.09443
6.51651,5.94603,1.53377
7.19917,7.82928,0.616318
-0.80855,7.12181,1.79365
-0.358069,8.85788,0.803175
-0.685524,11.6352,-0.566192
3.15238,8.94838,-0.116561
1.64696,11.4176,-0.198011
-1.68068,3.27677,3.8456
5.2238,18.0214,-4.4676
7.40967,12.3741,-1.75765
8.51991,11.3762,-1.33651
0.28739,4.97436,2.82319
6.10923,2.5538,3.48881
10.8695,13.3835,-2.64758
2.3932,2.09826,4.08671
7.78654,17.2545,-4.37601
1.88462,9.9964,-0.30678
1.57832,9.96983,-0.864054
2.43007,10.1934,-0.457023
3.44139,10.1353,-0.645862
1.33896,10.8353,-0.187242
2.97671,10.2019,-0.433427
2.54822,9.79636,-0.165218
2.72093,9.20998,-0.350877
1.72293,9.82923,0.0710688
2.43597,11.0423,-0.717608
2.51022,10.8276,-0.48171
2.13628,11.7783,-0.22323
1.41278,10.6457,-0.114582
-2.74625,4.95878,3.08873
-4.78796,7.77975,1.82781
-0.0986356,5.71259,2.45091
5.19344,18.4359,-4.74397
1.10937,10.5256,-0.244864
2.21791,10.9252,-0.656991
2.72969,11.0725,-0.169361
2.12736,10.0461,-0.210378
1.40056,10.6948,-0.399504
1.90724,9.81879,-0.321181
2.66777,10.6039,-0.383227
2.41798,10.8726,-0.445545
1.53648,10.8442,-0.581708
1.65795,10.9668,-0.0822551
1.9508,9.61852,-0.0493903
2.70844,9.647,-0.371137
2.26992,10.9382,-0.271921
8.51428,5.94761,1.47528
1.74452,9.97513,-0.141018
1.21891,10.5273,-0.226096
2.62956,10.5954,-0.891836
0.193828,18.0532,-4.05889
19.5438,-11.8599,-2.15055
16.0318,-11.1668,-2.72323
15.0971,-10.6929,-0.771257
16.3785,-10.6752,1.35827
16.0137,-11.3854,-3.95117
17.4293,-10.2766,5.92104
18.3986,-12.1484,-6.04106
17.1902,-11.858,-5.92459
11.6532,-9.84016,-0.0942425
11.908,-10.1727,-1.99952
21.3819,-11.5298,3.13706
15.3287,-9.97672,4.72745
22.0955,-11.9612,1.1477
21.4883,-12.3286,-2.47882
19.1775,-10.9521,4.00324
17.1746,-10.6393,0.0988347
17.1763,-11.3146,-0.329049
16.8996,-11.174,-0.116571
17.3158,-10.9404,-0.3632
16.6534,-11.1417,-0.264748
16.8368,-10.8027,-0.180269
16.6818,-11.5975,-0.60424
17.1317,-10.8355,-0.0195544
17.3339,-11.4657,-0.364374
15.4778,-10.062,4.40112
20.4772,-11.4041,2.64344
18.5958,-10.729,4.58147
20.1252,-21.2292,1.42468
19.1384,-23.226,0.0163893
25.4509,-23.6011,-3.19997
13.1369,-24.7747,2.04259
22.8742,-17.6472,0.592359
15.3762,-19.7032,2.92752
14.9671,-21.0495,2.61691
16.4633,-26.5047,0.0289125
19.2903,-23.1482,0.316478
19.7652,-23.3706,-0.151392
19.1246,-23.4596,0.19129
19.6368,-23.0204,-0.0298619
19.1917,-22.8731,-0.279311
15.1477,-24.6971,1.24253
-6.93259,-29.562,5.18006
-6.78192,-29.4363,5.11884
-6.87112,-29.5406,5.10747
-6.88851,-29.5364,5.14345
-6.83306,-29.5283,5.05966
